Headline,Sentiment
General Motors to announce big expansion of Texas SUV plant,positive
Traders bet GM will get back in gear,positive
"U.S. judge puts GM ignition-switch suits on ice, for now",positive
"Union, General Motors confident they can reach contract deal",positive
Credit Suisse Upgrades GM On 'Signs Of Self-Help' And Balanced Risk,positive
General Motors to announce big expansion,positive
General Motors upgraded by Credit Suisse,positive
Insight - GM to spend $1.4 billion to modernise Arlington SUV factory,positive
Strong General Motors Earnings Put Auto ETF in Focus - ETF News And Commentary,positive
General Motors to invest $1 bn in India,positive
Big Pickups and SUVs Power More Gains for General Motors,positive
"General Motors Aims 500,000 Cadillac Vehicle Sales by 2020",positive
General Motors: SUVs Will Boost Profits as China Slows,positive
Exclusive - GM boosting production of big SUVs and trucks: sources,positive
Exclusive: GM boosting production of big SUVs and trucks - sources,positive
Most ignition switch victims accepting GM offers,positive
Ford & General Motors: Ready to Go Full Bull?,positive
How GM Keeps on Truckin',positive
Keurig Green Mountain Announces New Products to Boost Top Line,positive
Coverage initiated on Keurig Green Mtn by Sterne Agee CRT,positive
Keurig Green Mountain 3Q profit climbs 33 percent,positive
Keurig Green Mountain Announces Repurchase of Shares Held by Lavazza,positive
Keurig Green Mountain beats Street 4Q forecasts,positive
The Keurig 2.0 Brewing System Lineup Expands with the Addition of the New K200 Series,positive
Tim Seymour Brews A Rally In Keurig Green Mountain,positive
"Keurig Green Mountain Reports Third Quarter 2015 Results, Announces Productivity Initiative and $1 Billion Share Repurchase Authorization",positive
Keurig Green Mountain tops 3Q profit forecasts,positive
"Keurig Launching New ""Ultra-Premium"" Coffee",positive
Keurig Green Mtn upgraded by Northcoast,positive
Goldman eyes digital bank launch,positive
Judge Tosses Ex-Goldman Programmer Second Conviction,positive
MEDIA-Goldman Sachs to advise UK on bank sales - Sky News,positive
N.Y. judge tosses conviction of ex-Goldman programmer Aleynikov,positive
Goldman reports highest profit in five years as trading picks up,positive
Goldman's stock trading boom turns up heat on Morgan Stanley,positive
Goldman Sachs Agrees to Acquire Asset Manager Imprint Capital,positive
Goldman Sachs Agrees to Buy Asset Manager Imprint Capital,positive
Goldman Sachs Asset Management (GSAM) to Acquire Leading Institutional Impact Investing Firm Imprint Capital,positive
How Goldman Became a Tech-Investing Powerhouse in Silicon Valley,positive
Goldman Said to Agree to Pay $270 Million to Settle MBS Lawsuit,positive
Goldman tentatively agrees to pay $270 mln to settle lawsuit -source,positive
Goldman tentatively agrees to pay $270 mln to settle lawsuit: source,positive
Goldman Sachs to pay settlement in lawsuit,positive
Petco hires Goldman Sachs for sale or IPO-sources,positive
Goldman Settling Investor Lawsuit for $270 Million,positive
Goldman M&A head: This is driving merger boom,positive
Goldman Sachs Agrees To Settle Mortgage Suit Led By Union Pension Funds For $272 Million,positive
Goldman Sachs buys $16B in deposits from General Electric,positive
Goldman Sachs to Buy GE Unit With $16 Billion of Deposits,positive
Goldman Sachs to buy GE Capital's U.S. online deposit platform,positive
Goldman Sachs to get $16B in deposits,positive
Goldman buys $16bn deposit book from GE,positive
Goldman buys GE's deposits for $16B,positive
Goldman buys GE's online deposit platform,positive
Goldman to pay $272 million to settle mortgage lawsuit,positive
Goldman Boosts Funding Sources: To Buy GE's $16B Deposits,positive
Goldman Resolves RMBS Case with Union Pension Funds,positive
Goldman Sachs Scoops Up $16 Billion in GE Capital Fire Sale,positive
Goldman Sachs Scoops up $16 Billion in GE Capital Fire Sale,positive
Goldman Sachs to invest $150 mln in India's Piramal Realty,positive
Goldman Sachs's unit obtains Hong Kong banking license,positive
Goldman Unit Gets 'Restricted Banking License' in Hong Kong,positive
Goldman braces for big demand for U.S. government money market funds,positive
Goldman Sachs to hire several hundred people in Warsaw,positive
"Goldman to Add Several Hundred Tech, Operations Jobs in Poland",positive
Goldman Sachs has been crushing tech banking here's the team making it all happen,positive
Goldman Sachs & Morgan Stanley Dual Upgrade Alert,positive
"Goldman, Morgan Stanley shares rally after Evercore ISI upgrades to buy",positive
Goodyear Reaches Supply Agreements for Rice Husk Ash Silica,positive
Goodyear Building for Long-Term Growth,positive
Goodyear beats 1Q profit forecasts,positive
Goodyear beats 4Q profit forecasts,positive
Goodyear paying $16M to settle bribery-related charges,positive
"Goodyear returns to profit in 1Q, beats forecasts",positive
Goodyear to use AGILON performance silica by PPG to improve tire performance,positive
Goodyear tops 3Q profit forecasts,positive
"8:17 am Goodyear Tire beats by $0.07, reports revs in-line",positive
Goodyear beats Street 2Q forecasts,positive
Tire maker Goodyear's profit beats on N America demand,positive
US strength helps Goodyear top expectations,positive
Acklands-Grainger Celebrates the Opening of New Toronto Distribution Centre,positive
"Grainger (GWW) to Grow on Sales Initiatives, Risks Linger - Analyst Blog",positive
Grainger Announces Permanent Change To Capital Structure And Intent To Buy Back $3 Billion In Common Stock,positive
Grainger Earns Top Marks In 2015 Corporate Equality Index,positive
Grainger Earns Top Spot in Category of Wholesalers: Diversified on the FORTUNE List of World's Most Admired Companies,positive
Grainger Increases Quarterly Dividend By 8 Percent,positive
Grainger Named to Chicago Tribune Top Workplaces List for 2014,positive
W W Grainger announces $3 bln share buyback plan,positive
W W Grainger announces $3 bln share buyback plan; profit misses,positive
W.W. Grainger tops 3Q profit expectations,positive
W.W. Grainger (GWW) Stock Climbs Following Earnings Release,positive
W.W. Grainger beats 2Q profit forecasts,positive
"W.W. Grainger, Inc. (GWW) Could Prove to Be a Great Value Investment",positive
8:07 am W.W. Grainger to acquire Cromwell Group for ~$482 mln; expected to be immediately EPS accretive and $0.10 - $0.15 accretive to Grainger's 2016 EPS,positive
"Grainger Announces Agreement To Acquire Cromwell, The Largest Independent British MRO Distributor",positive
Grainger to Buy Cromwell Group,positive
Halliburton (HAL) Stock Trading Higher Amid Rising Oil Prices,positive
Halliburton (HAL) Stock Closes Up on Bullish Analyst Note,positive
"BP settles oil spill-related claims with Halliburton, Transocean",positive
Halliburton beats Street 2Q forecasts,positive
"Halliburton, BP dismiss claims against each other in U.S. Gulf oil spill",positive
Halliburton (HAL) Stock Rallies in After-Hours Trading as Oil Prices Jump,positive
Halliburton (HAL) Stock Gaining Amid Soaring Oil Prices,positive
Halliburton Believers Stand to Win Big Betting on Deal: Real M&A,positive
Halliburton (HAL) Stock Gains on Speculation Over Baker Hughes Acquisition Approval,positive
Harman beats Street 2Q forecasts,positive
Harman buying Bang & Olufsen Automotive audio business,positive
Harman shares jump following strong 2Q report,positive
Harman tops Street 1Q forecasts,positive
"8:07 am Harman beats by $0.06, beats on revs",positive
Audio products maker Harman's revenue and profit beat estimates,positive
Audio products maker Harman's revenue jumps 16 pct,positive
"Harman Said Capitalizing On Connected Car, Q4 Beats",positive
Harman tops Street 4Q forecasts,positive
"Harman (HAR) Q4 Earnings, Revenues Top Estimates; Up Y/Y - Analyst Blog",positive
3 Reasons To Buy Hasbro Inc. - Stocks in the News,positive
Hasbro (HAS) in Focus: Stock Up 6.3% - Tale of the Tape,positive
Hasbro Delivers the World's Best Play Experiences at 2015 American International Toy Fair,positive
Hasbro Named as a 2015 World's Most Ethical Company by the Ethisphere Institute for Fourth Consecutive Year,positive
"Hasbro Ranks #2 in 2015 ""100 Best Corporate Citizens List""",positive
Hasbro Ranks #23 in Inaugural Ranking of US RepTrak 100 List,positive
"Hasbro Reports Better Earnings, Besting Rival Mattel",positive
Hasbro Shares Surge As Earnings Beat Estimates,positive
"Hasbro Shares Top Estimates, but Revenue Hurt by Strong Dollar",positive
Hasbro beats Street 1Q forecasts,positive
Hasbro results buoyed by Jurassic World,positive
Hasbro tops Street 2Q forecasts,positive
Jurassic World saves the day for Hasbro,positive
"Strong earnings from Hasbro, others send stock prices higher",positive
The Force is with Hasbro as movie licenses power sales,positive
"US stocks gain, rebounding from Friday's slump; Hasbro jumps",positive
US stocks open higher as earnings impress; Hasbro gains,positive
How Hasbro Inc. (HAS) Stock Stands Out in a Strong Industry - Tale of the Tape,positive
A Growing Dividend Deserves Taking a Look at Hasbro,positive
Why the Earnings Streak Will Continue for Hasbro (HAS) - Tale of the Tape,positive
Coverage initiated on Hasbro by Oppenheimer,positive
Cool Places: Get a first look at Huntingto new Cincinnati headquarters,positive
Coverage initiated on Huntington Banc by Credit Agricole,positive
"Huntington Bancshares Finalizes Acquisition of Macquarie Equipment Finance, Inc.",positive
Huntington Bancshares Incorporated Reports 11% Year-Over-Year Increase In Net Income And 12% Year-Over-Year Increase In Earnings Per Common Share,positive
Huntington Bancshares Incorporated Reports 11% Year-over-Year Increase in Net Income and 12% Year-over-Year Increase in Earnings Per Common Share,positive
Huntington Bancshares Recognized For Commodities Trading Excellence,positive
"Huntington Bancshares To Acquire Macquarie Equipment Finance, Inc.",positive
Huntington Bancshares beats 4Q profit forecasts,positive
Huntington Bank Continues Most Popular Ad Campaign in Its History with TV and Radio Commercials,positive
Huntington Bank Named One Of Nation's Best For Treasury Management,positive
Huntington Bank Named Winner Of TNS Choice Award For Consumer Retail Banking In The Central Region Of The U.S. For Third Time,positive
Huntington Bank Ranks Highest for 3rd Year in a Row in National 2015 J.D. Power U.S. Retail Banking Satisfaction Study,positive
Huntington Bank to Add More Than 250 Jobs in Michigan in 2015 with Opening of Dozens More Meijer In-Store Branches,positive
"6:59 am Huntington Banc beats by $0.02, beats on revs",positive
Huntington Bancshares (HBAN) Beat on Q2 Earnings - Tale of the Tape,positive
Huntington Bancshares (HBAN) Stock Climbs After Earnings Beat,positive
"Huntington Bancshares Incorporated Reports Net Income, 21% Year-Over-Year Increase In Earnings Per Common Share",positive
"Huntington Bancshares Incorporated Reports Record Net Income, 21% Year-Over-Year Increase in Earnings per Common Share",positive
Huntington Bancshares Q2 Earnings Beat as Revenues Rise - Analyst Blog,positive
Huntington Bancshares beats Street 2Q forecasts,positive
Huntington Bancshares' Earnings Top Expectations,positive
"Huntington profit jumps in 2Q, helped by hot mortgage market",positive
Is Huntington (HBAN) Poised to Beat on Q2 Earnings? - Analyst Blog,positive
Coverage initiated on Huntington Banc by Sterne Agee CRT,positive
Huntington (HBAN) in Expansion Mode; Should You Buy More?,positive
Huntington Banc upgraded by Guggenheim,positive
Hudson City Bancorp posts 1Q profit,positive
Traders banking on Hudson City,positive
Hudson City Bancorp beats 4Q profit forecasts,positive
"8:37 am Hudson City Banc beats by $0.06 -- merging with M&T (<a href=""/q?s=mtb"" name=""mtb"">MTB</a>)",positive
Hudson City (HCBK) Q2 Earnings Beat on Securities Gain - Analyst Blog,positive
"Hudson City (HCBK) Tops Q2 Earnings, Resumes Dividend - Tale of the Tape",positive
Hudson City Bancorp posts 2Q profit,positive
Health Care REIT Announces Ratings Upgrade to BBB+ from Fitch Ratings,positive
Health Care REIT (HCN) Stock Coverage Initiated at Canaccord Genuity,positive
Coverage initiated on Health Care REIT by Sun Trust Rbsn Humphrey,positive
Health Care REIT (HCN) Stock Climbs Ahead of Earnings Release,positive
"7:32 am Health Care REIT beats by $0.01, beats on revs; reaffirms FY15 FFO guidance",positive
Health Care REIT's (HCN) Q2 FFO & Revenues Beat Estimates - Tale of the Tape,positive
HCP Reports Third Quarter 2014 Results and Raises Full Year Earnings Guidance,positive
HCP upgraded by Mizuho,positive
"8:08 am HCP beats by $0.03, beats on revs; guides FY15 FFO above consensus",positive
"HCP Beats Q2 FFO and Revenue Estimates, Raises Guidance - Analyst Blog",positive
